label,type,author,keep_yn,title,journal,year,volume,pages,month,abstract,doi,issn,eissn,unique.id,number,article.number,orcid.numbers,researcherid.numbers,note,organization,editor,booktitle,series,isbn,book.author,book.group.author,xlink.href,xmlns.xlink,registered
X.ISI.000266174400020,article,"Rueda, Marta and Rebollo, Salvador and Galvez-Bravo, Lucia",n,Response to Delibes-Mateos et al. : Pellet size matters,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2009,35,485-487,MAY-JUN,"In Rueda et al. {[}Rueda, M., Rebollo, S., Galvez-Bravo, L., 2008. Age and season determine European rabbit habitat use in Mediterranean ecosystems. Acta Oecol. 34, 266-273] We used a threshold of 6 nun faecal pellet diameter to differentiate between adult and juvenile European rabbit (Oryctolagus cuniculus) habitat use. Delibes-Mateos et al. designed a housing experiment with 12 adult rabbits and criticised the choice of 6 mm as a threshold to separate adult and juvenile rabbit pellets, claiming that adults can produce pellets both larger and smaller than 6 mm in similar proportions. In response to their criticism we argue the following. The selection of a 6 mm threshold has a bibliographic basis, it is not a new method developed by Rueda et al. and produces consistent results When applied in the field. Assuming that Delibes-Mateos et al. results are accurate, we should have found a greater number of <6 mm pellets than >6 mm, overall and seasonally, which is not the case. We believe that the use of commercial pelleted food, keeping animals isolated in small cages for over a year. and the use of adult rabbits only, makes the experimental design used by these authors not Suitable to refute the usefulness of separating rabbit pellets smaller and larger than 6 mm diameter as indicators of changes in the relative abundance of juvenile and adult rabbits in the field. Finally, we agree with the authors that the use of indirect methods of animal aging would require case-specific validation Studies: however, we believe these studies should be correctly designed. (C) 2009 Elsevier Masson SAS. All rights reserved.",10.1016/j.actao.2009.01.006,1146-609X,NA,ISI:000266174400020,3,NA,"Rueda, Marta/0000-0002-9754-6258 Galvez-Bravo, Lucia/0000-0002-9684-9775","Rueda, Marta/K-5024-2014 Galvez-Bravo, Lucia/L-7478-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000343120900018,article,"Rothe, M. and Frederichs, T. and Eder, M. and Kleeberg, A. and Hupfer, M.",n,Evidence for vivianite formation and its contribution to long-term phosphorus retention in a recent lake sediment: a novel analytical approach,BIOGEOSCIENCES,2014,11,5169-5180,NA,"Vivianite, Fe-3 (PO4)(2)center dot 8H(2)O, is a ferrous iron phosphate mineral which forms in waterlogged soils and sediments. The phosphorus (P) bound in its crystal lattice is considered to be immobilised because vivianite is stable under anoxic, reducing, sedimentary conditions. Thus, vivianite formation can make a major contribution to P retention during early diagenesis. Much remains unknown about vivianite in sediments, because technical challenges have rendered direct identification and quantification difficult. To identify vivianite and assess its significance for P burial during early diagenesis we studied the consequences of a 1992/1993 in-lake application of FeCl3 and Fe(OH)(3) aimed at restoring Lake Gro beta-Glienicke (Berlin, Germany). In a novel approach, we firstly applied a heavy-liquid separation to the iron-rich surface sediments which allowed direct identification of vivianite by X-ray diffraction in the high-density (rho > 2.3 g cm(-3)) sediment fraction. Secondly, we assessed the contribution of vivianite to P retention, combining results from chemical digestion with magnetic susceptibility data derived from magnetic hysteresis measurements. Scanning electron microscopy revealed that the dark blue spherical vivianite nodules were 40-180 mu m in diameter, and formed of platy- and needle-shaped crystal aggregates. Although equilibrium calculations indicated supersaturation of vivianite throughout the upper 30 cm of the sediment, the vivianite deposits were homogeneously distributed within, and restricted to, the upper 23 cm only. Thus, supersaturated pore water alone can-not serve as a reliable predictor for the in situ formation of vivianite. In Lake Gro beta-Glienicke, vivianite formation continues to be triggered by the artificial iron amendment more than 20 yr ago, significantly contributing to P retention in surface sediments.",10.5194/bg-11-5169-2014,1726-4170,1726-4189,ISI:000343120900018,18,NA,NA,"Eder, Michaela/L-6768-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000184161600005,article,"Roberts, MG and Heesterbeek, JAP",n,A new method for estimating the effort required to control an infectious disease,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2003,270,1359-1364,7-Jul,"We propose a new threshold quantity for the analysis of the epidemiology of infectious diseases. The quantity is similar in concept to the familiar basic reproduction ratio, R-0, but it singles out particular host types instead of providing a criterion that is uniform for all host types. Using this methodology we are able to identify the long-term effects of disease-control strategies for particular subgroups of the population, to estimate the level of control necessary when targeting control effort at a subset of host types, and to identify host types that constitute a reservoir of infection. These insights cannot be obtained by using R-0 alone.",10.1098/rspb.2003.2339,0962-8452,NA,ISI:000184161600005,1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.A1997WJ19200018,article,"Richter, BD and Baumgartner, JV and Wigington, R and Braun, DP",n,How much water does a river need?,FRESHWATER BIOLOGY,1997,37,231-249,FEB,"1. This paper introduces a new approach for setting streamflow-based river ecosystem management targets and this method is called the `Range of Variability Approach' (RVA). The proposed approach derives from aquatic ecology theory concerning the critical role of hydrological variability, and associated characteristics of timing, frequency, duration, and rates of change, in sustaining aquatic ecosystems. The method is intended for application on rivers wherein the conservation of native aquatic biodiversity and protection of natural ecosystem functions are primary river management objectives. 2. The RVA uses as its starting point either measured or synthesized daily streamflow values from a period during which human perturbations to the hydrological regime were negligible. This streamflow record is then characterized using thirty-two different hydrological parameters, using methods defined in Richter et al. (1996). Using the RVA, a range of variation in each of the thirty-two parameters, e.g. the values at +/- 1 standard deviation from the mean or the twenty-fifth to seventy-fifth percentile range, are selected as initial flow management targets. 3. The RVA targets are intended to guide the design of river management strategies(e.g. reservoir operations rules, catchment restoration) that will lead to attainment of these targets on an annual basis. The RVA will enable river managers to define and adopt readily interim management targets before conclusive, long-term ecosystem research results are available. The RVA targets and management strategies should be adaptively refined as suggested by research results and as needed to sustain native aquatic ecosystem biodiversity and integrity.",10.1046/j.1365-2427.1997.00153.x,0046-5070,NA,ISI:A1997WJ19200018,1,NA,NA,"Sanchez Gonzalez, Jorge/A-9285-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000332046700012,article,"Revell, Liam J.",n,ANCESTRAL CHARACTER ESTIMATION UNDER THE THRESHOLD MODEL FROM QUANTITATIVE GENETICS,EVOLUTION,2014,68,743-759,MAR,"Evolutionary biology is a study of life's history on Earth. In researching this history, biologists are often interested in attempting to reconstruct phenotypes for the long extinct ancestors of living species. Various methods have been developed to do this on a phylogeny from the data for extant taxa. In the present article, I introduce a new approach for ancestral character estimation for discretely valued traits. This approach is based on the threshold model from evolutionary quantitative genetics. Under the threshold model, the value exhibited by an individual or species for a discrete character is determined by an underlying, unobserved continuous trait called ``liability.{''} In this new method for ancestral state reconstruction, I use Bayesian Markov chain Monte Carlo (MCMC) to sample the liabilities of ancestral and tip species, and the relative positions of two or more thresholds, from their joint posterior probability distribution. Using data simulated under the model, I find that the method has very good performance in ancestral character estimation. Use of the threshold model for ancestral state reconstruction relies on a priori specification of the order of the discrete character states along the liability axis. I test the use of a Bayesian MCMC information theoretic criterion based approach to choose among different hypothesized orderings for the discrete character. Finally, I apply the method to the evolution of feeding mode in centrarchid fishes.",10.1111/evo.12300,0014-3820,1558-5646,ISI:000332046700012,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000318592800021,article,"Renoux, Agnes Y. and Zajdlik, Barry and Stephenson, Gladys L. and Moulins, L. Jacques",n,Risk-Based Management of Site Soils Contaminated with a Mixture of Hazardous Substances: Methodological Approach and Case Study,HUMAN AND ECOLOGICAL RISK ASSESSMENT,2013,19,1127-1146,4-Jul,"A novel approach to improve the accuracy and to reduce the uncertainty associated with the assessment of ecotoxicological risks and the determination of remedial objectives was developed herein for a scenario involving multiple contaminants in soil. This approach used laboratory-derived site-specific toxicological data (i.e., obtained from toxicity testing using species in direct contact with soil such as plants and invertebrates) instead of the more traditional approach using generic toxicological benchmarks for corresponding groups of organisms. Inherent to this approach were the data exploration and reduction; the use of generalized linear models to integrate the data for stressors (site-specific chemical and edaphic characteristics with the potential for influencing toxicity) and effects (biological responses for multiple species and multiple endpoints); and the derivation of tools that could predict the level of impairment associated with any combination of metals' concentrations measured on site and compare it to a pre-specified acceptable threshold. A case study is presented whereby this method was applied to a large site contaminated with a mixture of metals. Ultimately, the distributions of predicted levels of risk for both soil invertebrates and plants were determined for the entire site and compared to those obtained using the traditional approach using benchmarks.",10.1080/10807039.2012.691825,1080-7039,NA,ISI:000318592800021,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000397694400005,article,"Reeg, Jette and Schad, Thorsten and Preuss, Thomas G. and Solga, Andreas and Koerner, Katrin and Mihan, Christine and Jeltsch, Florian",n,Modelling direct and indirect effects of herbicides on non-target grassland communities,ECOLOGICAL MODELLING,2017,348,44-55,24-Mar,"Natural grassland communities are threatened by a variety of factors, such as climate change and increasing land use by mankind. The use of plant protection products (synthetic or organic) is mandatory in agricultural food production. To avoid adverse effects on natural grasslands within agricultural areas, synthetic plant protection products are strictly regulated in Europe. However, effects of herbicides on non-target terrestrial plants are primarily studied on the level of individual plants neglecting interactions between species. In our study, we aim to extrapolate individual-level effects to the population and community level by adapting an existing spatio-temporal, individual-based plant community model (IBC-grass). We analyse the effects of herbicide exposure for three different grassland communities: 1) representative field boundary community, 2) Calthion grassland community, and 3) Arrhenatheretalia grassland community. Our simulations show that herbicide depositions can have effects on non-target plant communities resulting from direct and indirect effects on population level. The effect extent depends not only on the distance to the field, but also on the specific plant community, its disturbance regime (cutting frequency, trampling and grazing intensity) and resource level. Mechanistic modelling approaches such as IBC-grass present a promising novel approach in transferring and extrapolating standardized pot experiments to community level and thereby bridging the gap between ecotoxicological testing (e.g. in the greenhouse) and protection goals referring to real world conditions. (C) 2017 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2017.01.010,0304-3800,1872-7026,ISI:000397694400005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000431748200007,article,"Peng, Jian and Hu, Yi'na and Liu, Yanxu and Ma, Jing and Zhao, Shiquan",n,A new approach for urban-rural fringe identification: Integrating impervious surface area and spatial continuous wavelet transform,LANDSCAPE AND URBAN PLANNING,2018,175,72-79,JUL,"Urban-rural fringe is the frontier of urban expansion and the most dynamic area in urban region. Identifying the urban-rural fringe accurately is of great significance, as it helps to measure the extent of urbanization and its environmental effects from the urban-rural contrast perspective. However, traditional studies with spatial discrete data and threshold methods make it difficult to identify its boundary objectively and accurately. To solve this problem, a new approach was proposed in this study, integrating the spatial continuous data of impervious surface area (ISA) and the method of spatial continuous wavelet transform (SCWT). Taking Beijing City, one of the largest city in China, as a case, this study identified the boundary of urban-rural fringe, which extended mainly in the southwestern and northeastern direction, with the area increased by 18.75\% between 2009 and 2014. The accuracy of the identification result was verified by spatial differentiation characteristics of nighttime light and normalized difference vegetation index. Meanwhile, when compared with the subjective threshold method, it showed that SCWT could identify the fringe more accurately. And the ISA based identification result was more consistent with the actual spatial patterns of urban development in Beijing City than land use degree index based one, which showed the remotely sensed spatial continuous data performed more effectively well on identifying the urban-rural fringe. The proposed approach can identify the urban-rural fringe directly from remote sensing images, which is of great significance to quickly urbanization monitoring and thus sustainable urban planning and management.",10.1016/j.landurbplan.2018.03.008,0169-2046,1872-6062,ISI:000431748200007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000290417200019,incollection,"Nielsen, Soren Nors and Jorgensen, Sven Erik",n,Lake Glumso: Case Study on Modelling a Small Danish Lake,NA,2011,NA,269-277,NA,"The case study on the small Danish post-glacial Lake Glumso shows some of the highlights of aquatic ecosystem research over the time span of more than 30 years. The research at Lake Glumso is closely linked to the development of ecological modelling as a discipline, inspired a wide range of related working approaches as well as advancements in ecological modelling and the development in ecological theory. In the early working phase, models based on differential equations were used not only to describe the lake processes but also to methodologically identify the optimal formalisation of the described processes. First, modelling applications were continuously improved, thus providing a large body of functional representations for the different compartments. A result of the intense discussions of the early model structures was a new approach called structural dynamic modeling which allowed for varying numbers of variables and a model structure that could change during simulation time. Continuing the search for optimal trade-off between model complexity on one side and efficiency and precision on the other side, machine learning techniques were applied to find out, whether this could help to identify the most reasonable model structures which were tested with Lake Glumso data and many other lakes world wide. In further contributions to ecological theory, the question was tackled whether overall ecosystem characteristics, like exergy, biomass production or species composition, do converge in a successional process towards optimal values. This led to the development of ecosystem goal functions, which was part of an international ecosystem research debate on the theoretical patterning and the dynamics of ecosystems. Collaborating research groups on ecosystem research benefited very much from the experiences made and the knowledge gained from the Lake Glumso studies.",10.1007/978-3-642-05029-9\_19,NA,NA,ISI:000290417200019,NA,NA,"Nielsen, Soren Nors/0000-0001-6005-1246",NA,NA,NA,"Jopp, F and Reuter, H and Breckling, B","MODELLING COMPLEX ECOLOGICAL DYNAMICS: AN INTRODUCTION INTO ECOLOGICAL MODELLING FOR STUDENTS, TEACHERS \& SCIENTISTS",NA,978-3-642-05028-2,NA,NA,NA,NA,NA
X.ISI.000311508400007,article,"Neves, Diogo Ruben and Rodrigues, Sara and Fortes, Conceicao Juana and Reis, Maria Teresa and Santos, Joao Alfredo and Capitao, Rui",n,Application to the Port of Sines of a new tool for risk assessment in port navigation,JOURNAL OF COASTAL CONSERVATION,2012,16,489-501,DEC,"This paper describes a first approach on the risk assessment in port navigation using GUIOMAR, an integrated system for port and coastal engineering modelling developed at the National Civil Engineering Laboratory (LNEC), Portugal, using a GIS software environment. A set of automatic procedures was designed to include a new methodology based on the amplitude of the wave-induced vertical movement of a ship along its trajectory. In this methodology, the risk in port navigation is assessed on the basis of a combination of the probability of exceedance of a pre-set threshold for the ship's vertical movements and its consequences. To test the new procedures, a set of sea wave records obtained at the Sines wave-buoy from 1988 to 2002 was transferred into Sines Port using two numerical models of sea wave propagation and deformation (SWAN and DREAMS), included in the GUIOMAR system. The numerical model WAMIT was used for estimating the wave-induced ship's vertical movements inside the port. By applying the new procedures, automatic generation of risk maps was carried out for navigation in the vicinity of the West breakwater of the Port of Sines. The recent developments contribute towards a more versatile and efficient GUIOMAR system, which results in a more adequate tool to support decision-making processes in port and coastal management.",10.1007/s11852-012-0190-7,1400-0350,NA,ISI:000311508400007,4,NA,"Fortes, Conceicao/0000-0002-5503-7527 Santos, Joao Alfredo/0000-0001-7216-9217","Capitao, Rui/K-3584-2013 Reis, Maria Teresa/B-7418-2011 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000290030700101,inproceedings,"Nancarrow, B. E. and Bates, L. E. and Bishop, B.",n,One Model or Three: Integrating Social and Biophysical Scientific Models,NA,2007,NA,NA,NA,"Researchers and practitioners in the field of natural resource management (NRM) have a plethora of simulation models and other tools at their disposal. Modellers themselves are often confronted with the need to make trade-offs between ``the demands of a general theoretical approach and the descriptive accuracy required to model a particular phenomenon{''} (p. 4, Pyka and Grebel, 2003). As efforts are made to conduct integrated assessments, the tension in this area is exacerbated because of the complexity of system interactions and range of disciplinary perspectives. One approach that is proffered as providing substantial promise for incorporating the human dimension in participatory NRM is agent based modelling. Agent-based models (ABM) enable individual agents or groups to `behave' according to a set of rules or constraints. In multi-agent simulations, real-world patterns such as land use/land cover change, resource use or afforrestation patterns are emulated. Companion modelling attempts to better emulate system outcomes by using informants to characterise the `behaviours' of agents in a role playing game. While these techniques may provide insight into the impact of decisions in constructed environments, practitioners acknowledge the significant effort required to characterise or program agents or groups of agents so that an adequate representation of adaptation processes occur. As stated by Bousquet and Le Page (2004) ``the challenge has been to develop a new approach focusing more on the interactions between ecological and social components and taking into account the heterogeneity of these components{''} (p. 315). In this paper, we describe an alternative approach to participatory NRM that utilises an interactive modelling/partnership methodology that avoids the complexity of trying to characterise human behaviour in a computer system. The case study is drawn from our experiences in the Central West of New South Wales in Australia, with the Partnerships and Understanding Towards Targeted Implementation project (PUTTI). PUTTI is a partnership project between Catchment Management Authorities (CMAs), landholders, the broader community and researchers at CSIRO. It draws on the strengths of several complementary analytical techniques to develop a process that integrates across scale (individual farm to catchment) to identify and target the drivers that influence people's land management practices. Each approach provides insight into the dynamics of the decision-making processes of landholders, their social networks, and the underlying motivations and factors that influence the way they manage their properties. A change program for sustainable land management will be developed in close partnership with the community and the CMA. In the first phase, a scoping study has informed the development of a survey carried out with dryland farmers in the Bell and Cudgegong sub-catchments. Structural equation modelling is used to develop a preliminary model of the key drivers influencing their land management practices. In the second modelling activity, selected respondents from the behavioural survey are interviewed and social network analysis used to determine the nature and extent of the contacts they use to gain information about farming practice and related issues. Finally, we intend to work with colleagues involved in modelling of key biophysical processes operating at the regional to local scale to conduct workshops with the catchment community in ways that utilise the social systems and networks and targets the key behavioural drivers. All stages involve in-depth individual and group discussions (shed meetings) with landholders and others to explore and gain a greater understanding of the meaning of the empirical data. All project activities including the modelling will feed into a change program developed in close partnership with the community and the CMA that aims to achieve sustainable land management practices.",NA,NA,NA,ISI:000290030700101,NA,NA,NA,NA,"International Congress on Modelling and Simulation (MODSIM07), Christchurch, NEW ZEALAND, DEC 10-13, 2007",Lincoln Univ; HEMA Consulting Pty Ltd; Modelling and Simulat Soc Australia \& New Zealand (MSSANZ); Univ Canterbury; SGI; Lincoln Ventures Ltd; Hoare Res Software Ltd; IMACS; IEMSS; Environm Modelling \& Software; IBM,"Oxley, L and Kulasiri, D","MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: LAND, WATER AND ENVIRONMENTAL MANAGEMENT: INTEGRATED SYSTEMS FOR SUSTAINABILITY",NA,978-0-9758400-4-7,NA,NA,NA,NA,NA
X.ISI.000436197700011,article,"Nakahashi, Wataru and Horiuchi, Shiro and Ihara, Yasuo",n,Estimating hominid life history: the critical interbirth interval,POPULATION ECOLOGY,2018,60,127-142,APR,"Unlike any great apes, humans have expanded into a wide variety of habitats during the course of evolution, beginning with the transition by australopithecines from forest to savanna habitation. Novel environments are likely to have imposed hominids a demographic challenge due to such factors as higher predation risk and scarcer food resources. In fact, recent studies have found a paucity of older relative to younger adults in hominid fossil remains, indicating considerably high adult mortality in australopithecines, early Homo, and Neanderthals. It is not clear to date why only human ancestors among all hominoid species could survive in these harsh environments. In this paper, we explore the possibility that hominids had shorter interbirth intervals to enhance fertility than the extant apes. To infer interbirth intervals in fossil hominids, we introduce the notion of the critical interbirth interval, or the threshold length of birth spacing above which a population is expected to go to extinction. We develop a new method to obtain the critical interbirth intervals of hominids based on the observed ratios of older adults to all adults in fossil samples. Our analysis suggests that the critical interbirth intervals of australopithecines, early Homo, and Neanderthals are significantly shorter than the observed interbirth intervals of extant great apes. We also discuss possible factors that may have caused the evolutionary divergence of hominid life history traits from those of great apes.",10.1007/s10144-018-0610-0,1438-3896,1438-390X,ISI:000436197700011,"1-2, SI",NA,"Nakahashi, Wataru/0000-0003-4081-6365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000171149800003,article,"Muirhead, CA",n,Consequences of population structure on genes under balancing selection,EVOLUTION,2001,55,1532-1541,AUG,"This paper describes a new approach to modeling population structure for genes under strong balancing selection of the type seen in plant self-incompatibility systems and the major histocompatibility complex (MHC) system of vertebrates. Simple analytic solutions for the number of alleles maintained at equilibrium and the expected proportion of alleles shared between demes at various levels are derived and checked against simulation results. The theory accurately captures the dynamics of allele number in a subdivided population and identifies important values of m (migration bate) at which allele number and distribution change qualitatively. Starting from a panmictic population, as migration among demes decreases a qualitative change in dynamics is seen at approximately m(crit) approximate to (s/4 piN(T))(1/2), where N-T is the total population size and s is a measure of the strength of selection. At this point, demes can no longer maintain their panmictic allele number, due to increasing isolation from the total population. Another qualitative change occurs at a migration rate on the same order of magnitude as the mutation rate. u. At this point, the demes are highly differentiated for allele complement. and the total number of alleles in the population is increased. Because in general u much less than m(crit), at intermediate migration rates slightly fewer alleles may be maintained in the total population than are maintained at panmixia. Within this range, total allele number may not be the best indicator of whether a population is effectively panmictic, and some caution should be used when interpreting samples from such populations. The theory presented here can help to analyze data from genes under balancing selection in subdivided populations.",NA,0014-3820,NA,ISI:000171149800003,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000073736000009,article,"Morneau, C and Payette, S",n,A dendroecological method to evaluate past caribou (Rangifer tarandus L.) activity,ECOSCIENCE,1998,5,64-76,NA,"Records of population changes of caribou come from various sources (historical accounts, hunting and trading statistics, herd surveys) that are typically incomplete and discontinuous in Lime and space. Here Ne propose a new method for the evaluation of past caribou activity using tree-ring records from boreal and subarctic conifer stands. The age-frequency distributions of trampling scars produced by caribou hooves on surficial roots and low branches of erect and stunted conifers are used as an index of the passage of caribou through stands during the snow-free period. To verify if changes in the age structure of trampling scars correspond to changes in abundance of caribou movement, we analyzed factors influencing production and loss of scars at tyro lichen-woodland sites in northeastern Quebec-Labrador (Canada). The detailed analysis of trampling scars in the first site indicates that the capacity of conifers to produce scars is maintained under a regime of repeated caribou traffic scars were formed at new positions along the exposed roots and scars continued to be produced at a same position in a minimum time of one growing season, even after 15 years of caribou traffic. The influence of repeated caribou trampling on loss of scars was measured by comparing the age structure of scars of three vegetation groups (based on caribou trail network) with different intensities of use. The similarity of the age structures of the three groups showed that scar loss due to trampling was hardly detectable, which indicated that scar loss was low in comparison to the number of scars produced, even in the most used trails. Sampling of trampling scars during two successive years at the second site showed that the stability of the age structure of scars was nor affected by moderate caribou traffic. Our results, therefore, indicate that most of the information deduced from the age structures of trampling scars comes from changes in caribou activity. The method opens the possibility of assessing caribou activity in time (several decades) and space over large areas of the boreal forest and the forest-tundra biomes.",10.1080/11956860.1998.11682446,1195-6860,NA,ISI:000073736000009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000304914500015,article,"Moraes, Leonardo E. and Paes, Eduardo and Garcia, Alexandre and Moeller, Jr., Osmar and Vieira, Joao",n,Delayed response of fish abundance to environmental changes: a novel multivariate time-lag approach,MARINE ECOLOGY PROGRESS SERIES,2012,456,159-168,NA,"We used long-term juvenile abundance data (2000 to 2010) of dominant fish species in 2 coastal habitats of Southern Brazil to test a novel adaptation of traditional multivariate analyses, as an alternative for evaluating the lag in species response relative to the changes in environmental variables. We investigated the hypothesis that the recruitment response to changes in environmental variables is not immediate. This new approach consisted of traditional multivariate analysis (e. g. canonical redundancy analysis) using an explanatory matrix composed of original and lagged environmental variables, and the performance of this analysis was assessed by comparison with traditional univariate time-lag analysis. Both the univariate and multivariate time-lag analyses showed similar results, but the multivariate approach had advantages and is presented as a useful and uncomplicated alternative to conduct time-lag analysis using a multivariate ecological dataset. Marine and estuarine recruitment processes were better explained by lagged temperature (predominant lags of 1 and 2 mo, respectively) than by in-phase (i.e. time lag = 0) temperature. In contrast, other environmental variables (transparency, salinity and freshwater outflow) did not show significant delays. Hence, our findings show that the species response to environmental variables is not immediate, especially for temperature. Rather, the time lag elapsed between the changes in abiotic factors and juvenile abundance is mediated by ecological and hydrological processes. Our study reaffirms the importance of time-lag analyses as a tool for better understanding of the temporal dynamics of estuarine and marine recruitment.",10.3354/meps09731,0171-8630,NA,ISI:000304914500015,NA,NA,"Moraes, Leonardo/0000-0002-0673-3251 Garcia, Alexandre/0000-0002-8479-4199 PAES, EDUARDO/0000-0002-9429-2598","Moraes, Leonardo/G-9722-2011 Vieira, Joao/P-1318-2015 Garcia, Alexandre/H-2549-2012 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000252846500003,article,"Moles, Angela T. and Gruber, Monica A. M. and Bonser, Stephen P.",n,A new framework for predicting invasive plant species,JOURNAL OF ECOLOGY,2008,96,13-17,JAN,"1. Many studies have searched for traits that characterize successful invaders. Unfortunately, very few generalizations have emerged from this work. It seems that the traits of successful invaders are idiosyncratic and context-dependent. Unless we are to study each potential invader in each possible target community individually, we will need a new approach. 2. We introduce a framework for predicting traits that are likely to confer success in a given ecosystem. Our approach considers the prevailing environmental conditions, the traits of resident species, and the traits of potentially invading species. 3. Our approach can be applied to ecosystems where the environmental conditions and/or disturbance regime have recently changed, to predict the range of trait space occupied by (i) native species at risk of local extinction, (ii) native species that can persist under the present conditions, and (iii) successful invaders. Our approach can also be used to identify unoccupied viable trait space (i.e. vacant niches) that might be at risk of invasion. 4. Synthesis. Understanding invasions resulting from rapid changes in environmental conditions and invasions resulting from the colonization of vacant niches would be a major step forward for invasion biology. The conceptual framework described here is not limited to plant invasions: the same approach can be used for any taxa (e.g. insects, fish, mammals and marine invertebrates) and could also be used to predict species responses to environmental change.",10.1111/j.1365-2745.2007.01332.x,0022-0477,NA,ISI:000252846500003,1,NA,"Moles, Angela/0000-0003-2041-7762 Bonser, Stephen/0000-0002-6608-9912","Bonser, Stephen/A-9942-2013 Moles, Angela/C-3083-2008 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000166834500021,article,"Moksnes, PO and Wennhage, H",n,Methods for estimating decapod larval supply and settlement: importance of larval behavior and development stage,MARINE ECOLOGY PROGRESS SERIES,2001,209,257-273,NA,"In marine benthic organisms with a pelagic larval phase, assessment of recruitment regulation necessitates accurate estimates of larval supply and initial settlement densities. We assessed 2 commonly used methods for estimating decapod larval supply, plankton net tows and artificial settlement substrates (ASS), together with a new technique using passive-migration traps. The aim was to evaluate how these methods estimate larval supply and settlement of 3 common decapod species (the shore crab Carcinus maenas L., the brown shrimp Crangon crangon L, and the grass shrimps Palaemon spp.) in a microtidal nursery area on the Swedish west coast. and to assess how these estimates relate to the juvenile recruitment of these species. Discrete plankton net tows outside the shallow nursery area collected a higher proportion of larvae at an early development stage, compared to the other methods. and produced only a snapshot of the variable water-column abundance of shore crab and grass shrimp larvae that correlated poorly with numbers collected with ASS at the same location. Artificial settlement substrates appeared to produce good, integrated relative estimates of shore crab larval supply and settlement. The number of larvae collected from ASS correlated significantly with larval abundance estimated by passive-migration traps in shallow nursery areas, and reflected changes in shore crab settlement densities in caged mussel habitats. We did not detect any effect of predation on ASS placed in nursery areas. However, a large proportion tan estimated 83\%) of shore crab postlarvae appeared to emigrate from ASS immersed for periods longer than 12 h, possibly during the night. All grass shrimp larvae appeared to emigrate from the collectors within 24 h, suggesting that ASS immersed longer than 12 h do not produce useful integrated estimates of larval supply for this species. These results demonstrate the importance of assessing postlarval emigration patterns from ASS to optimize immersion and collection time, and to avoid confounded estimates of larval abundance and settlement. PI new method using replicated passive migration traps that fished continuously in opposite directions ton-shore and off-shore) gave promising integrated estimates of net fluxes (total number immigrating minus number emigrating per unit time) of both pelagic postlarvae and early benthic juvenile stages of crabs and shrimp. The majority of the brown shrimp recruits were young juveniles, demonstrating the importance of incorporating juvenile migration in recruitment studies of motile benthic species. High numbers of shore crab and grass shrimp larvae were found to emigrate from the bay, indicating that many decapod postlarvae found in nursery areas may be transitional. The emigrating larvae were on average in an earlier development stage than those migrating to the bay. These short-term experiments demonstrate the importance of assessing larval development stage and migratory behavior when estimating larval supply and settlement for recruitment studies.",10.3354/meps209257,0171-8630,NA,ISI:000166834500021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
